ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
ENSG00000116783	TNNI3 interacting kinase(TNNI3K)	Homo sapiens			General function prediction only,	GO:0002027~regulation of heart rate,GO:0006468~protein phosphorylation,GO:0055117~regulation of cardiac muscle contraction,GO:0086069~bundle of His cell to Purkinje myocyte communication,GO:1903779~regulation of cardiac conduction,	GO:0005634~nucleus,GO:0005737~cytoplasm,	GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0008022~protein C-terminus binding,GO:0031013~troponin I binding,GO:0046872~metal ion binding,	IPR000719:Protein kinase, catalytic domain,IPR001245:Serine-threonine/tyrosine-protein kinase catalytic domain,IPR002110:Ankyrin repeat,IPR011009:Protein kinase-like domain,IPR017441:Protein kinase, ATP binding site,IPR020683:Ankyrin repeat-containing domain,		616117~Cardiac conduction disease with or without dilated cardiomyopathy,		SM00248:ANK,	3D-structure,Alternative splicing,ANK repeat,ATP-binding,Cardiomyopathy,Coiled coil,Complete proteome,Cytoplasm,Disease mutation,Kinase,Magnesium,Metal-binding,Nucleotide-binding,Nucleus,Phosphoprotein,Polymorphism,Reference proteome,Repeat,Serine/threonine-protein kinase,Transferase,	active site:Proton acceptor,binding site:ATP,chain:Fucose-1-phosphate guanylyltransferase,chain:Serine/threonine-protein kinase TNNI3K,compositionally biased region:Poly-Ser,domain:Protein kinase,modified residue,mutagenesis site,nucleotide phosphate-binding region:ATP,repeat:ANK 1,repeat:ANK 10,repeat:ANK 2,repeat:ANK 3,repeat:ANK 4,repeat:ANK 5,repeat:ANK 6,repeat:ANK 7,repeat:ANK 8,repeat:ANK 9,sequence conflict,sequence variant,splice variant,
ENSG00000124191	TOX high mobility group box family member 2(TOX2)	Homo sapiens				GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,	GO:0005654~nucleoplasm,	GO:0003677~DNA binding,	IPR009071:High mobility group (HMG) box domain,				SM00398:HMG,	Alternative splicing,Complete proteome,DNA-binding,Nucleus,Polymorphism,Reference proteome,Transcription,Transcription regulation,	chain:TOX high mobility group box family member 2,compositionally biased region:Poly-Lys,compositionally biased region:Pro-rich,DNA-binding region:HMG box,region of interest:Required for transcriptional activation,sequence conflict,sequence variant,short sequence motif:Nuclear localization signal,splice variant,
ENSG00000011600	TYRO protein tyrosine kinase binding protein(TYROBP)	Homo sapiens				GO:0002281~macrophage activation involved in immune response,GO:0002283~neutrophil activation involved in immune response,GO:0006968~cellular defense response,GO:0007165~signal transduction,GO:0007229~integrin-mediated signaling pathway,GO:0035556~intracellular signal transduction,GO:0045087~innate immune response,GO:0050776~regulation of immune response,GO:2001204~regulation of osteoclast development,	GO:0005622~intracellular,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009986~cell surface,GO:0016021~integral component of membrane,	GO:0005057~receptor signaling protein activity,GO:0005102~receptor binding,GO:0005515~protein binding,GO:0042802~identical protein binding,	IPR026200:TYRO protein tyrosine kinase-binding protein,	hsa04380:Osteoclast differentiation,hsa04650:Natural killer cell mediated cytotoxicity,	221770~Nasu-Hakola disease,			3D-structure,Alternative splicing,Complete proteome,Disulfide bond,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Signal,Transmembrane,Transmembrane helix,	chain:TYRO protein tyrosine kinase-binding protein,modified residue,sequence variant,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000103005	U6 snRNA biogenesis phosphodiesterase 1(USB1)	Homo sapiens				GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0034477~U6 snRNA 3'-end processing,GO:0090503~RNA phosphodiester bond hydrolysis, exonucleolytic,	GO:0005634~nucleus,GO:0045171~intercellular bridge,	GO:0000175~3'-5'-exoribonuclease activity,GO:0004518~nuclease activity,	IPR027521:Putative U6 snRNA phosphodiesterase,		604173~Poikiloderma with neutropenia,			3D-structure,Alternative splicing,Complete proteome,Hydrolase,mRNA processing,mRNA splicing,Nuclease,Nucleus,Polymorphism,Proteomics identification,Reference proteome,	chain:UPF0406 protein C16orf57,modified residue,sequence conflict,sequence variant,
ENSG00000179913	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3(B3GNT3)	Homo sapiens				GO:0006486~protein glycosylation,GO:0016266~O-glycan processing,GO:0018146~keratan sulfate biosynthetic process,GO:0030311~poly-N-acetyllactosamine biosynthetic process,	GO:0000139~Golgi membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,	GO:0008378~galactosyltransferase activity,GO:0008499~UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity,GO:0008532~N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity,GO:0047223~beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity,	IPR002659:Glycosyl transferase, family 31,	hsa00601:Glycosphingolipid biosynthesis - lacto and neolacto series,hsa01100:Metabolic pathways,				Complete proteome,Glycoprotein,Glycosyltransferase,Golgi apparatus,Membrane,Polymorphism,Proteomics identification,Reference proteome,Signal-anchor,Transferase,Transmembrane,Transmembrane helix,	chain:UDP-GlcNAc:betaGal beta-1,3-N- acetylglucosaminyltransferase 3,glycosylation site:N-linked (GlcNAc...),modified residue,sequence conflict,sequence variant,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,
ENSG00000019102	V-set and immunoglobulin domain containing 2(VSIG2)	Homo sapiens					GO:0005887~integral component of plasma membrane,GO:0016020~membrane,		IPR003598:Immunoglobulin subtype 2,IPR003599:Immunoglobulin subtype,IPR007110:Immunoglobulin-like domain,IPR013106:Immunoglobulin V-set,IPR013783:Immunoglobulin-like fold,				SM00406:IGv,SM00408:IGc2,SM00409:IG,	Alternative splicing,Complete proteome,Direct protein sequencing,Disulfide bond,Glycoprotein,Immunoglobulin domain,Membrane,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,	chain:V-set and immunoglobulin domain- containing protein 2,disulfide bond,domain:Ig-like C2-type,domain:Ig-like V-type,glycosylation site:N-linked (GlcNAc...),sequence conflict,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000243284	V-set and immunoglobulin domain containing 8(VSIG8)	Homo sapiens					GO:0005622~intracellular,GO:0016021~integral component of membrane,	GO:0044822~poly(A) RNA binding,	IPR003598:Immunoglobulin subtype 2,IPR003599:Immunoglobulin subtype,IPR007110:Immunoglobulin-like domain,IPR013106:Immunoglobulin V-set,IPR013783:Immunoglobulin-like fold,				SM00406:IGv,SM00408:IGc2,SM00409:IG,	Alternative splicing,Complete proteome,Disulfide bond,Immunoglobulin domain,Membrane,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,	chain:V-set and immunoglobulin domain- containing protein 8,compositionally biased region:Poly-Cys,disulfide bond,domain:Ig-like V-type 1,domain:Ig-like V-type 2,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000173218	VANGL planar cell polarity protein 1(VANGL1)	Homo sapiens				GO:0007275~multicellular organism development,GO:0060071~Wnt signaling pathway, planar cell polarity pathway,	GO:0016021~integral component of membrane,GO:0016328~lateral plasma membrane,	GO:0005515~protein binding,	IPR009539:Strabismus,	hsa04310:Wnt signaling pathway,	182940~Neural tube defects, susceptibility to,600145~Caudal regression syndrome,	PIRSF007991:Vang-like protein,		Alternative splicing,Cell membrane,Complete proteome,Disease mutation,Membrane,Phosphoprotein,Polymorphism,Reference proteome,Transmembrane,Transmembrane helix,	chain:Vang-like protein 1,modified residue,sequence variant,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000112290	WAS protein family member 1(WASF1)	Homo sapiens		h_actinYPathway:Y branching of actin filaments,h_rac1Pathway:Rac 1 cell motility signaling pathway,h_salmonellaPathway:How does salmonella hijack a cell,		GO:0006461~protein complex assembly,GO:0006928~movement of cell or subcellular component,GO:0016601~Rac protein signal transduction,GO:0030036~actin cytoskeleton organization,GO:0030041~actin filament polymerization,GO:0072673~lamellipodium morphogenesis,GO:2000601~positive regulation of Arp2/3 complex-mediated actin nucleation,	GO:0005741~mitochondrial outer membrane,GO:0005856~cytoskeleton,GO:0005925~focal adhesion,GO:0015629~actin cytoskeleton,GO:0030027~lamellipodium,GO:0031209~SCAR complex,GO:0045202~synapse,	GO:0003779~actin binding,GO:0005515~protein binding,GO:0032403~protein complex binding,GO:0048365~Rac GTPase binding,	IPR003124:WH2 domain,	hsa04520:Adherens junction,hsa04666:Fc gamma R-mediated phagocytosis,hsa04810:Regulation of actin cytoskeleton,hsa05100:Bacterial invasion of epithelial cells,hsa05131:Shigellosis,hsa05132:Salmonella infection,hsa05231:Choline metabolism in cancer,			SM00246:WH2,	3D-structure,Actin-binding,Cell junction,Complete proteome,Cytoplasm,Cytoskeleton,Methylation,Phosphoprotein,Proteomics identification,Reference proteome,Synapse,	chain:Wiskott-Aldrich syndrome protein family member 1,compositionally biased region:Poly-Pro,domain:WH2,
ENSG00000128815	WDFY family member 4(WDFY4)	Homo sapiens					GO:0012505~endomembrane system,GO:0016021~integral component of membrane,GO:0019898~extrinsic component of membrane,	GO:0005543~phospholipid binding,	IPR000409:BEACH domain,IPR001680:WD40 repeat,IPR011989:Armadillo-like helical,IPR011993:Pleckstrin homology-like domain,IPR015943:WD40/YVTN repeat-like-containing domain,IPR016024:Armadillo-type fold,IPR017986:WD40-repeat-containing domain,IPR019775:WD40 repeat, conserved site,IPR023362:PH-BEACH domain,				SM00320:WD40,SM01026:SM01026,	Alternative splicing,Complete proteome,Membrane,Polymorphism,Proteomics identification,Reference proteome,Repeat,Transmembrane,Transmembrane helix,WD repeat,	chain:Protein WDFY4,domain:BEACH,repeat:WD 1,repeat:WD 2,repeat:WD 3,repeat:WD 4,repeat:WD 5,sequence conflict,sequence variant,splice variant,transmembrane region,
ENSG00000113645	WW and C2 domain containing 1(WWC1)	Homo sapiens				GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0006351~transcription, DNA-templated,GO:0016477~cell migration,GO:0030010~establishment of cell polarity,GO:0032386~regulation of intracellular transport,GO:0035329~hippo signaling,GO:0035330~regulation of hippo signaling,GO:0035331~negative regulation of hippo signaling,GO:0043410~positive regulation of MAPK cascade,GO:0046621~negative regulation of organ growth,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0032587~ruffle membrane,GO:0043234~protein complex,GO:0048471~perinuclear region of cytoplasm,	GO:0003713~transcription coactivator activity,GO:0005515~protein binding,GO:0019900~kinase binding,GO:0030674~protein binding, bridging,GO:0032947~protein complex scaffold,	IPR000008:C2 calcium-dependent membrane targeting,IPR001202:WW domain,	hsa04390:Hippo signaling pathway,	615602~Memory, enhanced, QTL,		SM00456:WW,	3D-structure,Activator,Alternative splicing,Cell membrane,Cell projection,Coiled coil,Complete proteome,Cytoplasm,Membrane,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Transcription,Transcription regulation,	chain:Protein WWC1,compositionally biased region:Glu-rich,compositionally biased region:Poly-Ser,domain:C2,domain:WW 1,domain:WW 2,helix,modified residue,sequence conflict,sequence variant,splice variant,strand,turn,
ENSG00000165171	Williams Beuren syndrome chromosome region 27(WBSCR27)	Homo sapiens				GO:0032259~methylation,	GO:0005737~cytoplasm,	GO:0005515~protein binding,GO:0008757~S-adenosylmethionine-dependent methyltransferase activity,						Complete proteome,Polymorphism,Reference proteome,Williams-Beuren syndrome,	chain:Williams-Beuren syndrome chromosomal region 27 protein,sequence variant,
ENSG00000135925	Wnt family member 10A(WNT10A)	Homo sapiens				GO:0001942~hair follicle development,GO:0007275~multicellular organism development,GO:0010628~positive regulation of gene expression,GO:0014033~neural crest cell differentiation,GO:0016055~Wnt signaling pathway,GO:0030182~neuron differentiation,GO:0031069~hair follicle morphogenesis,GO:0042476~odontogenesis,GO:0042487~regulation of odontogenesis of dentin-containing tooth,GO:0043586~tongue development,GO:0043588~skin development,GO:0045165~cell fate commitment,GO:0048730~epidermis morphogenesis,GO:0048733~sebaceous gland development,GO:0071560~cellular response to transforming growth factor beta stimulus,	GO:0005576~extracellular region,GO:0005578~proteinaceous extracellular matrix,GO:0005615~extracellular space,	GO:0005109~frizzled binding,	IPR005817:Wnt,IPR013302:Wnt-10 protein,IPR018161:Wnt protein, conserved site,	hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04916:Melanogenesis,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05217:Basal cell carcinoma,	150400~Tooth agenesis, selective, 4,224750~Schopf-Schulz-Passarge syndrome,257980~Odontoonychodermal dysplasia,		SM00097:WNT1,	Complete proteome,Developmental protein,Disease mutation,Disulfide bond,Ectodermal dysplasia,Extracellular matrix,Glycoprotein,Hypotrichosis,Lipoprotein,Palmoplantar keratoderma,Polymorphism,Reference proteome,Secreted,Signal,Wnt signaling pathway,	chain:Protein Wnt-10a,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,signal peptide,
ENSG00000143184	X-C motif chemokine ligand 1(XCL1)	Homo sapiens				GO:0001916~positive regulation of T cell mediated cytotoxicity,GO:0002548~monocyte chemotaxis,GO:0002690~positive regulation of leukocyte chemotaxis,GO:0002725~negative regulation of T cell cytokine production,GO:0002726~positive regulation of T cell cytokine production,GO:0002826~negative regulation of T-helper 1 type immune response,GO:0007165~signal transduction,GO:0007186~G-protein coupled receptor signaling pathway,GO:0007267~cell-cell signaling,GO:0009615~response to virus,GO:0010820~positive regulation of T cell chemotaxis,GO:0030593~neutrophil chemotaxis,GO:0032689~negative regulation of interferon-gamma production,GO:0032703~negative regulation of interleukin-2 production,GO:0032733~positive regulation of interleukin-10 production,GO:0035782~mature natural killer cell chemotaxis,GO:0043433~negative regulation of sequence-specific DNA binding transcription factor activity,GO:0043547~positive regulation of GTPase activity,GO:0045892~negative regulation of transcription, DNA-templated,GO:0050727~regulation of inflammatory response,GO:0050729~positive regulation of inflammatory response,GO:0051209~release of sequestered calcium ion into cytosol,GO:0051281~positive regulation of release of sequestered calcium ion into cytosol,GO:0070098~chemokine-mediated signaling pathway,GO:0070374~positive regulation of ERK1 and ERK2 cascade,GO:0071346~cellular response to interferon-gamma,GO:0071347~cellular response to interleukin-1,GO:0071353~cellular response to interleukin-4,GO:0071356~cellular response to tumor necrosis factor,GO:0071560~cellular response to transforming growth factor beta stimulus,GO:0071636~positive regulation of transforming growth factor beta production,GO:0071663~positive regulation of granzyme B production,GO:0090023~positive regulation of neutrophil chemotaxis,GO:2000412~positive regulation of thymocyte migration,GO:2000503~positive regulation of natural killer cell chemotaxis,GO:2000513~positive regulation of granzyme A production,GO:2000518~negative regulation of T-helper 1 cell activation,GO:2000538~positive regulation of B cell chemotaxis,GO:2000553~positive regulation of T-helper 2 cell cytokine production,GO:2000556~positive regulation of T-helper 1 cell cytokine production,GO:2000558~positive regulation of immunoglobulin production in mucosal tissue,GO:2000562~negative regulation of CD4-positive, alpha-beta T cell proliferation,GO:2000563~positive regulation of CD4-positive, alpha-beta T cell proliferation,GO:2000566~positive regulation of CD8-positive, alpha-beta T cell proliferation,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005623~cell,	GO:0008009~chemokine activity,GO:0042379~chemokine receptor binding,GO:0042803~protein homodimerization activity,GO:0048020~CCR chemokine receptor binding,	IPR001811:Chemokine interleukin-8-like domain,IPR008105:C chemokine ligand 1,	hsa04062:Chemokine signaling pathway,			SM00199:SCY,	3D-structure,Chemotaxis,Complete proteome,Cytokine,Disulfide bond,Reference proteome,Secreted,Signal,	chain:Lymphotactin,disulfide bond,helix,signal peptide,strand,
